"(PDH-CSV 4.0) (India Standard Time)(-330)","\\WIN-GD2MSP71P5I\.NET CLR Memory(TCPIPCommsService)\# Bytes in all Heaps","\\WIN-GD2MSP71P5I\Process(TCPIPCommsService)\Handle Count","\\WIN-GD2MSP71P5I\Process(TCPIPCommsService)\Private Bytes","\\WIN-GD2MSP71P5I\Process(TCPIPCommsService)\Thread Count","\\WIN-GD2MSP71P5I\Process(TCPIPCommsService)\Virtual Bytes"
"10/24/2018 16:45:02.628","0","322","23621632","12","172969984"
"10/24/2018 16:45:12.628","0","322","23621632","12","172969984"
"10/24/2018 16:45:22.628","0","322","23621632","12","172969984"
"10/24/2018 16:45:32.628","0","322","23621632","12","172969984"
"10/24/2018 16:45:42.628","0","322","23621632","12","172969984"
"10/24/2018 16:45:52.628","0","322","23621632","12","172969984"
"10/24/2018 16:46:02.628","0","322","23621632","12","172969984"
"10/24/2018 16:46:12.628","0","322","23621632","12","172969984"
"10/24/2018 16:46:22.628","0","322","23621632","12","172969984"
"10/24/2018 16:46:32.628","0","322","23621632","12","172969984"
"10/24/2018 16:46:42.628","0","322","23621632","12","172969984"
"10/24/2018 16:46:52.628","0","322","23621632","12","172969984"
"10/24/2018 16:47:02.628","0","322","23621632","12","172969984"
"10/24/2018 16:47:12.628","0","322","23621632","12","172969984"
"10/24/2018 16:47:22.628","0","322","23621632","12","172969984"
"10/24/2018 16:47:32.628","0","322","23621632","12","172969984"
"10/24/2018 16:47:42.628","0","322","23621632","12","172969984"
"10/24/2018 16:47:52.628","0","322","23621632","12","172969984"
"10/24/2018 16:48:02.628","0","322","23621632","12","172969984"
"10/24/2018 16:48:12.628","0","322","23621632","12","172969984"
"10/24/2018 16:48:22.628","0","322","23621632","12","172969984"
"10/24/2018 16:48:32.628","0","322","23621632","12","172969984"
"10/24/2018 16:48:42.628","0","322","23621632","12","172969984"
"10/24/2018 16:48:52.644","0","322","23621632","12","172969984"
"10/24/2018 16:49:02.613","0","322","23621632","12","172969984"
"10/24/2018 16:49:12.628","0","322","23621632","12","172969984"
"10/24/2018 16:49:22.628","0","322","23621632","12","172969984"
"10/24/2018 16:49:32.628","0","322","23621632","12","172969984"
"10/24/2018 16:49:42.628","0","322","23621632","12","172969984"
"10/24/2018 16:49:52.628","0","322","23621632","12","172969984"
"10/24/2018 16:50:02.628","0","322","23621632","12","172969984"
"10/24/2018 16:50:12.628","0","322","23621632","12","172969984"
"10/24/2018 16:50:22.628","0","322","23621632","12","172969984"
"10/24/2018 16:50:32.628","0","322","23621632","12","172969984"
"10/24/2018 16:50:42.628","0","322","23621632","12","172969984"
"10/24/2018 16:50:52.628","0","322","23621632","12","172969984"
"10/24/2018 16:51:02.628","0","322","23703552","12","172969984"
"10/24/2018 16:51:12.628","0","322","23703552","12","172969984"
"10/24/2018 16:51:22.628","0","322","23703552","12","172969984"
"10/24/2018 16:51:32.628","0","322","23703552","12","172969984"
"10/24/2018 16:51:42.628","0","322","23703552","12","172969984"
"10/24/2018 16:51:52.628","0","322","23703552","12","172969984"
"10/24/2018 16:52:02.628","0","322","23703552","12","172969984"
"10/24/2018 16:52:12.628","0","322","23703552","12","172969984"
"10/24/2018 16:52:22.628","0","322","23703552","12","172969984"
"10/24/2018 16:52:32.628","0","322","23703552","12","172969984"
"10/24/2018 16:52:42.628","0","322","23703552","12","172969984"
"10/24/2018 16:52:52.628","0","322","23703552","12","172969984"
"10/24/2018 16:53:02.628","0","322","23703552","12","172969984"
"10/24/2018 16:53:12.628","0","322","23703552","12","172969984"
"10/24/2018 16:53:22.628","0","322","23703552","12","172969984"
"10/24/2018 16:53:32.628","0","322","23703552","12","172969984"
"10/24/2018 16:53:42.628","0","322","23703552","12","172969984"
"10/24/2018 16:53:52.628","0","322","23703552","12","172969984"
"10/24/2018 16:54:02.628","0","322","23703552","12","172969984"
"10/24/2018 16:54:12.628","0","322","23703552","12","172969984"
"10/24/2018 16:54:22.628","0","322","23703552","12","172969984"
"10/24/2018 16:54:32.628","0","322","23703552","12","172969984"
"10/24/2018 16:54:42.628","0","322","23703552","12","172969984"
"10/24/2018 16:54:52.628","0","322","23703552","12","172969984"
"10/24/2018 16:55:02.628","0","322","23703552","12","172969984"
"10/24/2018 16:55:12.628","0","322","23703552","12","172969984"
"10/24/2018 16:55:22.628","0","322","23703552","12","172969984"
"10/24/2018 16:55:32.628","0","322","23703552","12","172969984"
"10/24/2018 16:55:42.628","0","322","23703552","12","172969984"
"10/24/2018 16:55:52.628","0","322","23703552","12","172969984"
"10/24/2018 16:56:02.628","0","322","23703552","12","172969984"
"10/24/2018 16:56:12.628","0","322","23703552","12","172969984"
"10/24/2018 16:56:22.628","0","322","23703552","12","172969984"
"10/24/2018 16:56:32.628","0","322","23703552","12","172969984"
"10/24/2018 16:56:42.628","0","322","23703552","12","172969984"
"10/24/2018 16:56:52.628","0","322","23703552","12","172969984"
"10/24/2018 16:57:02.628","0","322","23703552","12","172969984"
"10/24/2018 16:57:12.628","0","322","23703552","12","172969984"
"10/24/2018 16:57:22.628","0","322","23703552","12","172969984"
"10/24/2018 16:57:32.628","0","322","23703552","12","172969984"
"10/24/2018 16:57:42.628","0","322","23703552","12","172969984"
"10/24/2018 16:57:52.628","0","322","23703552","12","172969984"
"10/24/2018 16:58:02.628","0","322","23703552","12","172969984"
"10/24/2018 16:58:12.628","0","322","23703552","12","172969984"
"10/24/2018 16:58:22.628","0","322","23703552","12","172969984"
"10/24/2018 16:58:32.644","0","322","23703552","12","172969984"
"10/24/2018 16:58:42.628","0","322","23703552","12","172969984"
"10/24/2018 16:58:52.628","0","322","23703552","12","172969984"
"10/24/2018 16:59:02.628","0","322","23703552","12","172969984"
"10/24/2018 16:59:12.628","0","322","23703552","12","172969984"
"10/24/2018 16:59:22.628","0","322","23703552","12","172969984"
"10/24/2018 16:59:32.628","0","322","23703552","12","172969984"
"10/24/2018 16:59:42.628","0","322","23703552","12","172969984"
"10/24/2018 16:59:52.628","0","322","23703552","12","172969984"
"10/24/2018 17:00:02.628","0","322","23703552","12","172969984"
"10/24/2018 17:00:12.628","0","322","23703552","12","172969984"
"10/24/2018 17:00:22.628","0","322","23703552","12","172969984"
"10/24/2018 17:00:32.628","0","322","23703552","12","172969984"
"10/24/2018 17:00:42.628","0","322","23703552","12","172969984"
"10/24/2018 17:00:52.628","0","322","23703552","12","172969984"
"10/24/2018 17:01:02.628","0","322","23703552","12","172969984"
"10/24/2018 17:01:12.628","0","322","23703552","12","172969984"
"10/24/2018 17:01:22.628","0","322","23703552","12","172969984"
"10/24/2018 17:01:32.628","0","322","23703552","12","172969984"
"10/24/2018 17:01:42.628","0","322","23703552","12","172969984"
"10/24/2018 17:01:52.628","0","322","23703552","12","172969984"
"10/24/2018 17:02:02.628","0","322","23703552","12","172969984"
"10/24/2018 17:02:12.628","0","322","23703552","12","172969984"
"10/24/2018 17:02:22.644","0","322","23703552","12","172969984"
"10/24/2018 17:02:32.613","0","322","23703552","12","172969984"
"10/24/2018 17:02:42.628","0","322","23703552","12","172969984"
"10/24/2018 17:02:52.628","0","322","23703552","12","172969984"
"10/24/2018 17:03:02.628","0","322","23703552","12","172969984"
"10/24/2018 17:03:12.628","0","322","23703552","12","172969984"
"10/24/2018 17:03:22.628","0","322","23703552","12","172969984"
"10/24/2018 17:03:32.628","0","322","23703552","12","172969984"
"10/24/2018 17:03:42.628","0","322","23703552","12","172969984"
"10/24/2018 17:03:52.644","0","322","23703552","12","172969984"
"10/24/2018 17:04:02.613","0","322","23703552","12","172969984"
"10/24/2018 17:04:12.613","0","322","23703552","12","172969984"
"10/24/2018 17:04:22.644","0","322","23703552","12","172969984"
"10/24/2018 17:04:32.660","0","322","23703552","12","172969984"
"10/24/2018 17:04:42.628","0","322","23703552","12","172969984"
"10/24/2018 17:04:52.628","0","322","23703552","12","172969984"
"10/24/2018 17:05:02.628","0","322","23703552","12","172969984"
"10/24/2018 17:05:12.628","0","322","23703552","12","172969984"
"10/24/2018 17:05:22.628","0","322","23703552","12","172969984"
"10/24/2018 17:05:32.628","0","322","23703552","12","172969984"
"10/24/2018 17:05:42.628","0","322","23703552","12","172969984"
"10/24/2018 17:05:52.628","0","322","23703552","12","172969984"
"10/24/2018 17:06:02.628","0","322","23703552","12","172969984"
"10/24/2018 17:06:12.628","0","322","23703552","12","172969984"
"10/24/2018 17:06:22.628","0","322","23703552","12","172969984"
"10/24/2018 17:06:32.628","0","322","23703552","12","172969984"
"10/24/2018 17:06:42.628","0","322","23703552","12","172969984"
"10/24/2018 17:06:52.644","0","322","23703552","12","172969984"
"10/24/2018 17:07:02.644","0","322","23703552","12","172969984"
"10/24/2018 17:07:12.628","0","322","23703552","12","172969984"
"10/24/2018 17:07:22.628","0","322","23703552","12","172969984"
"10/24/2018 17:07:32.628","0","322","23703552","12","172969984"
"10/24/2018 17:07:42.628","0","322","23703552","12","172969984"
"10/24/2018 17:07:52.628","0","322","23703552","12","172969984"
"10/24/2018 17:08:02.628","0","322","23703552","12","172969984"
"10/24/2018 17:08:12.628","0","322","23703552","12","172969984"
"10/24/2018 17:08:22.628","0","322","23703552","12","172969984"
"10/24/2018 17:08:32.628","0","322","23703552","12","172969984"
"10/24/2018 17:08:42.628","0","322","23703552","12","172969984"
"10/24/2018 17:08:52.628","0","322","23703552","12","172969984"
"10/24/2018 17:09:02.628","0","322","23703552","12","172969984"
"10/24/2018 17:09:12.628","0","322","23703552","12","172969984"
"10/24/2018 17:09:22.628","0","322","23703552","12","172969984"
"10/24/2018 17:09:32.628","0","322","23703552","12","172969984"
"10/24/2018 17:09:42.644","0","322","23703552","12","172969984"
"10/24/2018 17:09:52.628","0","322","23703552","12","172969984"
"10/24/2018 17:10:02.644","0","322","23703552","12","172969984"
"10/24/2018 17:10:12.628","0","322","23703552","12","172969984"
"10/24/2018 17:10:22.628","0","322","23703552","12","172969984"
"10/24/2018 17:10:32.628","0","322","23703552","12","172969984"
"10/24/2018 17:10:42.628","0","322","23703552","12","172969984"
"10/24/2018 17:10:52.628","0","322","23703552","12","172969984"
"10/24/2018 17:11:02.628","0","322","23703552","12","172969984"
"10/24/2018 17:11:12.628","0","322","23703552","12","172969984"
"10/24/2018 17:11:22.628","0","322","23703552","12","172969984"
"10/24/2018 17:11:32.660","0","322","23703552","12","172969984"
"10/24/2018 17:11:42.628","0","322","23703552","12","172969984"
"10/24/2018 17:11:52.628","0","322","23703552","12","172969984"
"10/24/2018 17:12:02.628","0","322","23703552","12","172969984"
"10/24/2018 17:12:12.613","0","322","23703552","12","172969984"
"10/24/2018 17:12:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:12:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:12:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:12:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:13:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:13:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:13:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:13:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:13:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:13:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:14:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:14:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:14:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:14:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:14:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:14:52.644","0","322","23769088","12","172969984"
"10/24/2018 17:15:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:15:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:15:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:15:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:15:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:15:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:16:02.644","0","322","23769088","12","172969984"
"10/24/2018 17:16:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:16:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:16:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:16:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:16:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:17:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:17:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:17:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:17:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:17:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:17:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:18:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:18:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:18:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:18:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:18:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:18:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:19:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:19:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:19:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:19:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:19:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:19:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:20:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:20:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:20:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:20:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:20:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:20:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:21:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:21:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:21:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:21:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:21:42.644","0","322","23769088","12","172969984"
"10/24/2018 17:21:52.613","0","322","23769088","12","172969984"
"10/24/2018 17:22:02.613","0","322","23769088","12","172969984"
"10/24/2018 17:22:12.613","0","322","23769088","12","172969984"
"10/24/2018 17:22:22.613","0","322","23769088","12","172969984"
"10/24/2018 17:22:32.613","0","322","23769088","12","172969984"
"10/24/2018 17:22:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:22:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:23:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:23:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:23:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:23:32.644","0","322","23769088","12","172969984"
"10/24/2018 17:23:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:23:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:24:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:24:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:24:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:24:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:24:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:24:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:25:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:25:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:25:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:25:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:25:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:25:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:26:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:26:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:26:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:26:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:26:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:26:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:27:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:27:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:27:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:27:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:27:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:27:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:28:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:28:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:28:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:28:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:28:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:28:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:29:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:29:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:29:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:29:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:29:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:29:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:30:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:30:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:30:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:30:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:30:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:30:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:31:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:31:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:31:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:31:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:31:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:31:52.660","0","322","23769088","12","172969984"
"10/24/2018 17:32:02.613","0","322","23769088","12","172969984"
"10/24/2018 17:32:12.613","0","322","23769088","12","172969984"
"10/24/2018 17:32:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:32:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:32:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:32:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:33:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:33:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:33:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:33:32.644","0","322","23769088","12","172969984"
"10/24/2018 17:33:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:33:52.613","0","322","23769088","12","172969984"
"10/24/2018 17:34:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:34:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:34:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:34:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:34:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:34:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:35:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:35:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:35:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:35:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:35:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:35:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:36:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:36:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:36:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:36:32.644","0","322","23769088","12","172969984"
"10/24/2018 17:36:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:36:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:37:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:37:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:37:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:37:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:37:42.613","0","322","23769088","12","172969984"
"10/24/2018 17:37:52.613","0","322","23769088","12","172969984"
"10/24/2018 17:38:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:38:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:38:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:38:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:38:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:38:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:39:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:39:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:39:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:39:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:39:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:39:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:40:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:40:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:40:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:40:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:40:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:40:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:41:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:41:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:41:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:41:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:41:42.628","0","322","23769088","12","172969984"
"10/24/2018 17:41:52.628","0","322","23769088","12","172969984"
"10/24/2018 17:42:02.628","0","322","23769088","12","172969984"
"10/24/2018 17:42:12.628","0","322","23769088","12","172969984"
"10/24/2018 17:42:22.628","0","322","23769088","12","172969984"
"10/24/2018 17:42:32.628","0","322","23769088","12","172969984"
"10/24/2018 17:42:42.628","0","322","23834624","12","172969984"
"10/24/2018 17:42:52.613","0","322","23834624","12","172969984"
"10/24/2018 17:43:02.613","0","322","23834624","12","172969984"
"10/24/2018 17:43:12.613","0","322","23834624","12","172969984"
"10/24/2018 17:43:22.628","0","322","23834624","12","172969984"
"10/24/2018 17:43:32.628","0","322","23834624","12","172969984"
"10/24/2018 17:43:42.628","0","322","23834624","12","172969984"
"10/24/2018 17:43:52.644","0","322","23834624","12","172969984"
"10/24/2018 17:44:02.628","0","322","23834624","12","172969984"
"10/24/2018 17:44:12.628","0","322","23834624","12","172969984"
"10/24/2018 17:44:22.628","0","322","23834624","12","172969984"
"10/24/2018 17:44:32.628","0","322","23834624","12","172969984"
"10/24/2018 17:44:42.628","0","322","23834624","12","172969984"
"10/24/2018 17:44:52.628","0","322","23834624","12","172969984"
"10/24/2018 17:45:02.628","0","322","23834624","12","172969984"
"10/24/2018 17:45:12.628","0","322","23834624","12","172969984"
"10/24/2018 17:45:22.628","0","322","23834624","12","172969984"
"10/24/2018 17:45:32.628","0","322","23834624","12","172969984"
"10/24/2018 17:45:42.628","0","322","23834624","12","172969984"
"10/24/2018 17:45:52.628","0","322","23834624","12","172969984"
"10/24/2018 17:46:02.628","0","322","23834624","12","172969984"
"10/24/2018 17:46:12.628","0","322","23834624","12","172969984"
"10/24/2018 17:46:22.613","0","322","23834624","12","172969984"
"10/24/2018 17:46:32.613","0","322","23834624","12","172969984"
"10/24/2018 17:46:42.628","0","322","23834624","12","172969984"
"10/24/2018 17:46:52.628","0","322","23834624","12","172969984"
"10/24/2018 17:47:02.628","0","322","23834624","12","172969984"
"10/24/2018 17:47:12.628","0","322","23834624","12","172969984"
"10/24/2018 17:47:22.628","0","322","23834624","12","172969984"
"10/24/2018 17:47:32.628","0","322","23834624","12","172969984"
"10/24/2018 17:47:42.628","0","322","23834624","12","172969984"
"10/24/2018 17:47:52.628","0","322","23834624","12","172969984"
"10/24/2018 17:48:02.628","0","322","23834624","12","172969984"
"10/24/2018 17:48:12.628","0","322","23834624","12","172969984"
"10/24/2018 17:48:22.628","0","322","23834624","12","172969984"
"10/24/2018 17:48:32.628","0","322","23834624","12","172969984"
"10/24/2018 17:48:42.628","0","322","23834624","12","172969984"
"10/24/2018 17:48:52.628","0","322","23834624","12","172969984"
"10/24/2018 17:49:02.628","0","322","23834624","12","172969984"
"10/24/2018 17:49:12.628","0","322","23834624","12","172969984"
"10/24/2018 17:49:22.628","0","322","23834624","12","172969984"
"10/24/2018 17:49:32.628","0","322","23834624","12","172969984"
"10/24/2018 17:49:42.628","0","322","23834624","12","172969984"
"10/24/2018 17:49:52.628","0","322","23834624","12","172969984"
"10/24/2018 17:50:02.628","0","322","23834624","12","172969984"
"10/24/2018 17:50:12.628","0","322","23834624","12","172969984"
"10/24/2018 17:50:22.628","0","322","23834624","12","172969984"
"10/24/2018 17:50:32.628","0","322","23834624","12","172969984"
"10/24/2018 17:50:42.628","0","322","23834624","12","172969984"
"10/24/2018 17:50:52.628","0","322","23834624","12","172969984"
"10/24/2018 17:51:02.628","0","322","23834624","12","172969984"
"10/24/2018 17:51:12.628","0","322","23834624","12","172969984"
"10/24/2018 17:51:22.628","0","322","23834624","12","172969984"
"10/24/2018 17:51:32.628","0","322","23834624","12","172969984"
"10/24/2018 17:51:42.628","0","322","23834624","12","172969984"
"10/24/2018 17:51:52.628","0","322","23834624","12","172969984"
"10/24/2018 17:52:02.628","0","322","23834624","12","172969984"
"10/24/2018 17:52:12.628","0","322","23834624","12","172969984"
"10/24/2018 17:52:22.628","0","322","23834624","12","172969984"
"10/24/2018 17:52:32.628","0","322","23834624","12","172969984"
"10/24/2018 17:52:42.628","0","322","23834624","12","172969984"
"10/24/2018 17:52:52.628","0","322","23834624","12","172969984"
"10/24/2018 17:53:02.628","0","322","23834624","12","172969984"
"10/24/2018 17:53:12.628","0","322","23834624","12","172969984"
"10/24/2018 17:53:22.628","0","322","23834624","12","172969984"
"10/24/2018 17:53:32.628","0","322","23834624","12","172969984"
